id,region,spp,date,count,sex
2834,susquehanna,hellgramite,2013-05-21,17,M
2835,susquehanna,hellgrammite,5/21/2013,24,F
2835,susquehanna,hellgrammite,2013-05-21,24,F
2836,miami,green Iguana,2013-05-22,36,F
2837,miami,Green iguana,2013-05-23,6,M
2838,susquehanna,hellgrammite,2013-05-23,19,m
2839,miami,Green iguana,2013-05-24,6,m
2840,miami,Green iguana,5/24/2013,6,M?
2840,miami,Green iguana,2013-05-24,6,M?
2841,susquehanna,hellgrammite,2013-05-24,21,m
2842,miami,green Iguana,2013-05-27,41,F
2843,miami,green Iguana,5/28/2013,38,M
2843,miami,green Iguana,2013-05-28,38,M
2844,miami,green Iguana,2013-05-29,39,M
2845,susquehanna,hellgramite,2013-05-29,21,f
2846,miami,green Iguana,2013-05-31,38,m
2847,susquehanna,hellgramite,2013-05-31,18,M
2848,miami,green Iguana,2013-05-31,40,F
2849,susquehanna,hellgramite,5/31/2013,19,M
2849,susquehanna,hellgramite,2013-05-31,19,M
2850,susquehanna,hellgrammite,5/31/2013,22,M
2850,susquehanna,hellgrammite,2013-05-31,22,M
2851,miami,green Iguana,6/1/2013,36,m?
2851,miami,green Iguana,2013-06-01,36,m?
2852,miami,green Iguana,2013-06-01,37,M
2853,susquehanna,hellgrammite,2013-06-01,20,M
2854,susquehanna,hellgrammite,2013-06-01,23,F
2855,miami,Green iguana,2013-06-01,5,F
2856,miami,Green iguana,2013-06-01,6,M
2857,miami,Green iguana,2013-06-04,6,M
2858,susquehanna,hellgrammite,2013-06-04,19,M
2859,susquehanna,hellgrammite,2013-06-05,23,m
2860,susquehanna,hellgrammite,2013-06-05,22,F
2861,miami,Green iguana,2013-06-05,6,m
2862,miami,Green iguana,2013-06-06,6,m?
2863,miami,Green iguana,2013-06-06,6,M
2864,susquehanna,hellgramite,2013-06-06,18,M
2865,susquehanna,hellgramite,2013-06-06,20,F
2866,miami,green Iguana,2013-06-08,37,M
2867,miami,Green iguana,2013-06-08,6,m
2868,susquehanna,hellgramite,6/8/2013,21,F
2868,susquehanna,hellgramite,2013-06-08,21,F
2869,susquehanna,hellgramite,2013-06-08,19,M?
2870,susquehanna,hellgramite,2013-06-08,19,M
2871,susquehanna,hellgrammite,6/8/2013,23,F
2871,susquehanna,hellgrammite,2013-06-08,23,F
2872,susquehanna,hellgrammite,2013-06-08,22,M
2873,miami,Green iguana,2013-06-09,6,m
2874,susquehanna,hellgramite,2013-06-09,20,F
2875,susquehanna,hellgramite,6/9/2013,18,M
2875,susquehanna,hellgramite,2013-06-09,18,M
2876,miami,green Iguana,2013-06-10,38,M
2877,miami,Green iguana,2013-06-10,5,m
2878,susquehanna,hellgrammite,2013-06-10,22,M
2879,susquehanna,hellgrammite,2013-06-10,22,M
2880,miami,green Iguana,2013-06-11,40,m
2881,susquehanna,hellgramite,6/11/2013,19,M?
2881,susquehanna,hellgramite,2013-06-11,19,M?
2882,susquehanna,hellgramite,2013-06-11,17,M
2883,susquehanna,hellgrammite,6/11/2013,22,m
2883,susquehanna,hellgrammite,2013-06-11,22,m
2884,miami,green Iguana,2013-06-12,34,M
2885,miami,green Iguana,2013-06-12,35,f
2886,miami,Green iguana,2013-06-12,6,M
2887,susquehanna,hellgramite,2013-06-12,20,F?
2888,susquehanna,hellgramite,2013-06-12,18,M
2889,susquehanna,hellgrammite,2013-06-12,21,F
2890,miami,green Iguana,2013-06-12,37,M
2891,susquehanna,hellgrammite,2013-06-12,23,M
2892,susquehanna,hellgrammite,2013-06-12,22,M?
2893,susquehanna,hellgramite,2013-06-13,18,m
2894,susquehanna,hellgramite,2013-06-14,18,F
2895,miami,green Iguana,2013-06-14,39,M
2896,miami,green Iguana,2013-06-14,38,M
2897,susquehanna,hellgramite,2013-06-14,18,M
2898,susquehanna,hellgramite,2013-06-14,18,F
2899,susquehanna,hellgramite,2013-06-14,17,m
2900,miami,green Iguana,2013-06-15,42,F
2901,miami,Green iguana,2013-06-15,6,M
2902,susquehanna,hellgramite,2013-06-15,18,M
2903,susquehanna,hellgramite,2013-06-15,20,M
2904,miami,green Iguana,2013-06-17,40,m
2905,miami,green Iguana,2013-06-17,38,M
2906,miami,green Iguana,2013-06-17,43,F
2907,miami,Green iguana,2013-06-17,5,M
2908,susquehanna,hellgramite,2013-06-17,19,M
2909,miami,green Iguana,2013-06-18,37,M
2910,susquehanna,hellgramite,2013-06-18,18,f
2911,susquehanna,hellgramite,2013-06-18,18,m
2912,miami,green Iguana,2013-06-18,41,f
2913,susquehanna,hellgramite,2013-06-18,17,M
2914,susquehanna,hellgramite,6/18/2013,18,M
2914,susquehanna,hellgramite,2013-06-18,18,M
2915,susquehanna,hellgramite,2013-06-18,19,F
2916,susquehanna,hellgrammite,2013-06-18,20,F
2917,susquehanna,hellgramite,2013-06-19,22,F
2918,miami,green Iguana,2013-06-20,36,m
2919,susquehanna,hellgrammite,2013-06-20,22,m
2920,susquehanna,hellgramite,2013-06-20,19,F
2921,susquehanna,hellgramite,6/20/2013,17,M
2921,susquehanna,hellgramite,2013-06-20,17,M
2922,miami,Green iguana,2013-06-21,5,F
2923,miami,Green iguana,2013-06-21,6,F
2924,miami,Green iguana,6/21/2013,6,F
2924,miami,Green iguana,2013-06-21,6,F
2925,miami,Green iguana,2013-06-21,6,m?
2926,susquehanna,hellgrammite,2013-06-21,21,M
2927,miami,green Iguana,2013-06-22,37,F
2928,miami,green Iguana,6/22/2013,39,M
2928,miami,green Iguana,2013-06-22,39,M
2929,miami,Green iguana,2013-06-22,6,M
2930,susquehanna,hellgramite,2013-06-22,20,F
2931,susquehanna,hellgramite,2013-06-22,19,M
2932,susquehanna,hellgrammite,2013-06-22,23,F
2933,miami,Green iguana,2013-06-23,6,m?
2934,miami,Green iguana,2013-06-23,5,F
2935,miami,Green iguana,6/23/2013,5,f
2935,miami,Green iguana,2013-06-23,5,f
2936,miami,Green iguana,2013-06-23,6,m
2937,susquehanna,hellgramite,6/23/2013,18,f
2937,susquehanna,hellgramite,2013-06-23,18,f
2938,susquehanna,hellgramite,2013-06-23,18,m
2939,miami,Green iguana,2013-06-24,6,F
2940,susquehanna,hellgramite,2013-06-24,18,M
2941,susquehanna,hellgramite,6/24/2013,18,F
2941,susquehanna,hellgramite,2013-06-24,18,F
2942,susquehanna,hellgramite,2013-06-24,21,f
2943,susquehanna,hellgramite,2013-06-24,17,M
2944,susquehanna,hellgramite,6/24/2013,17,M
2944,susquehanna,hellgramite,2013-06-24,17,M
2945,miami,green Iguana,2013-06-25,45,f
2946,miami,green Iguana,6/25/2013,39,f
2946,miami,green Iguana,2013-06-25,39,f
2947,miami,green Iguana,2013-06-25,38,M
2948,miami,Green iguana,2013-06-25,6,m
2949,susquehanna,hellgramite,2013-06-25,18,M
2950,miami,green Iguana,2013-06-26,40,M
2951,miami,green Iguana,6/26/2013,39,M
2951,miami,green Iguana,2013-06-26,39,M
2952,miami,Green iguana,2013-06-26,6,M?
2953,miami,Green iguana,2013-06-26,5,M
2954,miami,green Iguana,2013-06-27,36,M
2955,miami,green Iguana,6/27/2013,38,F
2955,miami,green Iguana,2013-06-27,38,F
2956,miami,Green iguana,6/27/2013,6,M
2956,miami,Green iguana,2013-06-27,6,M
2957,susquehanna,hellgramite,2013-06-27,18,M
2958,susquehanna,hellgramite,2013-06-27,17,M
2959,susquehanna,hellgramite,2013-06-27,19,m
2960,susquehanna,hellgramite,2013-06-27,18,m
2961,susquehanna,hellgramite,2013-07-01,17,F
2962,susquehanna,hellgramite,2013-07-01,17,M
2963,susquehanna,hellgramite,2013-07-01,20,F
2964,susquehanna,hellgrammite,2013-07-01,21,m
2965,miami,Green iguana,7/1/2013,6,M
2965,miami,Green iguana,2013-07-01,6,M
2966,susquehanna,hellgramite,7/1/2013,19,M
2966,susquehanna,hellgramite,2013-07-01,19,M
2967,susquehanna,hellgramite,2013-07-02,18,F
2968,susquehanna,hellgramite,2013-07-02,18,M
2969,susquehanna,hellgramite,2013-07-02,18,F
2970,susquehanna,hellgramite,2013-07-02,18,M
2971,susquehanna,hellgramite,2013-07-02,19,f
2972,miami,Green iguana,7/3/2013,5,M
2972,miami,Green iguana,2013-07-03,5,M
2973,susquehanna,hellgramite,2013-07-03,16,m
2974,miami,Green iguana,2013-07-04,6,m
2975,miami,Green iguana,2013-07-04,6,M
2976,miami,Green iguana,2013-07-06,6,M
2977,miami,Green iguana,2013-07-06,6,f
2978,susquehanna,hellgrammite,2013-07-06,20,F
2979,susquehanna,hellgrammite,2013-07-07,21,M
2980,susquehanna,hellgramite,2013-07-09,18,M
2981,susquehanna,hellgrammite,2013-07-09,22,M
2982,miami,green Iguana,2013-07-09,37,M
2983,susquehanna,hellgramite,7/9/2013,17,m
2983,susquehanna,hellgramite,2013-07-09,17,m
2984,miami,Green iguana,2013-07-10,6,M
2985,miami,Green iguana,2013-07-10,5,f
2986,susquehanna,hellgrammite,2013-07-10,23,M
2987,miami,Green iguana,2013-07-10,6,M
2988,miami,Green iguana,7/10/2013,5,F
2988,miami,Green iguana,2013-07-10,5,F
2989,susquehanna,hellgramite,2013-07-11,19,m?
2990,susquehanna,hellgramite,2013-07-11,17,M
2991,susquehanna,hellgramite,2013-07-11,18,M
2992,miami,Green iguana,7/14/2013,5,F
2992,miami,Green iguana,2013-07-14,5,F
2993,susquehanna,hellgramite,7/14/2013,17,M
2993,susquehanna,hellgramite,2013-07-14,17,M
2994,susquehanna,hellgramite,2013-07-15,16,M
2995,susquehanna,hellgrammite,2013-07-15,21,F
2996,susquehanna,hellgramite,2013-07-16,18,M
2997,susquehanna,hellgrammite,7/16/2013,21,M
2997,susquehanna,hellgrammite,2013-07-16,21,M
2998,susquehanna,hellgrammite,2013-07-16,21,M
2999,susquehanna,hellgramite,2013-07-16,18,M
3000,susquehanna,hellgrammite,2013-07-16,21,M
3001,miami,Green iguana,7/17/2013,6,M
3001,miami,Green iguana,2013-07-17,6,M
3002,susquehanna,hellgramite,2013-07-17,17,m
3003,susquehanna,hellgramite,2013-07-17,18,m
3004,susquehanna,hellgramite,2013-07-17,19,f
3005,susquehanna,hellgramite,2013-07-17,18,M
3006,susquehanna,hellgrammite,7/17/2013,22,m
3006,susquehanna,hellgrammite,2013-07-17,22,m
3007,miami,green Iguana,2013-07-18,40,M
3008,susquehanna,hellgramite,7/18/2013,19,F
3008,susquehanna,hellgramite,2013-07-18,19,F
3009,susquehanna,hellgramite,2013-07-18,20,F
3010,susquehanna,hellgramite,2013-07-18,18,f
3011,susquehanna,hellgramite,2013-07-19,19,F
3012,susquehanna,hellgramite,7/19/2013,19,f
3012,susquehanna,hellgramite,2013-07-19,19,f
3013,susquehanna,hellgrammite,2013-07-19,20,M
3014,miami,green Iguana,2013-07-20,33,F
3015,susquehanna,hellgramite,2013-07-20,19,m
3016,susquehanna,hellgrammite,2013-07-20,22,M
3017,miami,Green iguana,2013-07-20,5,F
3018,susquehanna,hellgrammite,7/24/2013,20,F
3018,susquehanna,hellgrammite,2013-07-24,20,F
3019,susquehanna,hellgrammite,2013-07-24,22,M
3020,miami,green Iguana,2013-07-24,39,M
3021,susquehanna,hellgrammite,2013-07-24,21,M
3022,miami,green Iguana,2013-07-25,37,f
3023,susquehanna,hellgramite,2013-07-25,19,M
3024,susquehanna,hellgramite,2013-07-25,19,f
3025,miami,green Iguana,2013-07-26,42,f
3026,miami,Green iguana,2013-07-26,6,F
3027,susquehanna,hellgramite,2013-07-26,18,M
3028,susquehanna,hellgrammite,2013-07-26,21,F
3029,susquehanna,hellgrammite,2013-07-26,24,M
3030,susquehanna,hellgrammite,2013-07-26,21,M
3031,susquehanna,hellgramite,2013-07-27,15,F
3032,susquehanna,hellgramite,7/27/2013,18,M
3032,susquehanna,hellgramite,2013-07-27,18,M
3033,miami,green Iguana,2013-07-29,37,f
3034,miami,Green iguana,2013-07-29,6,M
3035,susquehanna,hellgramite,7/29/2013,17,m
3035,susquehanna,hellgramite,2013-07-29,17,m
3036,miami,green Iguana,2013-07-30,38,f
3037,miami,Green iguana,2013-07-30,5,F?
3038,susquehanna,hellgramite,2013-07-31,19,M
3039,susquehanna,hellgramite,2013-07-31,18,M
3040,susquehanna,hellgrammite,2013-07-31,21,M
3041,susquehanna,hellgramite,2013-08-04,17,f?
3042,susquehanna,hellgrammite,8/4/2013,21,F
3042,susquehanna,hellgrammite,2013-08-04,21,F
3043,miami,Green iguana,2013-08-05,6,m
3044,miami,Green iguana,2014-05-13,6,M
3045,susquehanna,hellgramite,2014-05-13,18,M
3046,miami,Green iguana,5/15/2014,6,M
3046,miami,Green iguana,2014-05-15,6,M
3047,miami,Green iguana,2014-05-15,6,F
3048,susquehanna,hellgramite,2014-05-15,18,M
3049,susquehanna,hellgramite,5/20/2014,18,M
3049,susquehanna,hellgramite,2014-05-20,18,M
3050,miami,Green iguana,2014-05-21,5,M
3051,susquehanna,hellgramite,2014-05-21,17,M
3052,susquehanna,hellgramite,2014-05-21,19,m
3053,susquehanna,hellgramite,2014-05-21,18,M
3054,susquehanna,hellgrammite,2014-05-21,24,M
3055,miami,green Iguana,2014-05-22,37,M
3056,miami,green Iguana,2014-05-22,40,F
3057,miami,Green iguana,2014-05-22,6,m
3058,susquehanna,hellgramite,2014-05-22,18,M
3059,miami,Green iguana,2014-05-23,6,F
3060,susquehanna,hellgramite,2014-05-23,17,M
3061,susquehanna,hellgramite,5/23/2014,19,M
3061,susquehanna,hellgramite,2014-05-23,19,M
3062,miami,green Iguana,2014-05-24,38,M
3063,miami,green Iguana,2014-05-24,47,F
3064,miami,Green iguana,2014-05-24,6,M
3065,susquehanna,hellgramite,2014-05-24,21,F
3066,miami,green Iguana,2014-05-27,38,M
3067,miami,green Iguana,2014-05-27,37,f
3068,miami,green Iguana,2014-05-27,35,F
3069,miami,Green iguana,2014-05-27,6,M
3070,susquehanna,hellgramite,2014-05-27,18,M
3071,susquehanna,hellgramite,2014-05-27,19,M
3072,susquehanna,hellgramite,2014-05-27,18,m
3073,miami,green Iguana,5/28/2014,37,m
3073,miami,green Iguana,2014-05-28,37,m
3074,miami,Green iguana,2014-05-28,6,M
3075,miami,Green iguana,2014-05-28,6,M
3076,susquehanna,hellgrammite,2014-05-28,21,F
3077,susquehanna,hellgrammite,2014-05-28,20,M
3078,miami,Green iguana,2014-05-29,6,M
3079,susquehanna,hellgramite,2014-05-29,18,M
3080,susquehanna,hellgramite,2014-05-29,19,M
3081,susquehanna,hellgrammite,2014-05-29,23,M
3082,miami,Green iguana,2014-05-30,6,M
3083,miami,Green iguana,2014-05-30,6,M
3084,susquehanna,hellgrammite,2014-05-30,24,F
3085,miami,green Iguana,5/31/2014,41,M
3085,miami,green Iguana,2014-05-31,41,M
3086,miami,Green iguana,2014-05-31,6,M
3087,miami,Green iguana,2014-05-31,6,M
3088,susquehanna,hellgramite,2014-05-31,17,M
3089,susquehanna,hellgramite,5/31/2014,18,m
3089,susquehanna,hellgramite,2014-05-31,18,m
3090,susquehanna,hellgrammite,2014-05-31,21,F
3091,susquehanna,hellgrammite,2014-05-31,24,m
3092,miami,Green iguana,6/1/2014,6,M
3092,miami,Green iguana,2014-06-01,6,M
3093,miami,Green iguana,2014-06-01,6,m
3094,miami,Green iguana,2014-06-01,6,M
3095,susquehanna,hellgramite,2014-06-01,19,M
3096,susquehanna,hellgramite,2014-06-01,18,M
3097,susquehanna,hellgramite,2014-06-01,23,F
3098,miami,Green iguana,2014-06-02,6,M
3099,miami,Green iguana,2014-06-02,6,M
3100,susquehanna,hellgramite,2014-06-02,20,m
3101,miami,Green iguana,2014-06-03,6,m
3102,miami,Green iguana,6/3/2014,6,M
3102,miami,Green iguana,2014-06-03,6,M
3103,susquehanna,hellgrammite,2014-06-03,21,F
3104,miami,green Iguana,2014-06-04,35,m
3105,miami,green Iguana,6/6/2014,39,M
3105,miami,green Iguana,2014-06-06,39,M
3106,miami,green Iguana,2014-06-06,39,F
3107,susquehanna,hellgramite,2014-06-06,16,M
3108,susquehanna,hellgramite,2014-06-06,21,F
3109,susquehanna,hellgramite,2014-06-06,18,M
3110,susquehanna,hellgramite,2014-06-06,20,F
3111,miami,Green iguana,2014-06-07,6,M
3112,susquehanna,hellgramite,2014-06-07,18,M
3113,susquehanna,hellgrammite,6/7/2014,17,F
3113,susquehanna,hellgrammite,2014-06-07,17,F
3114,miami,Green iguana,2014-06-07,6,M
3115,miami,Green iguana,2014-06-07,5,M
3116,susquehanna,hellgramite,2014-06-07,17,M
3117,susquehanna,hellgramite,2014-06-07,18,M
3118,susquehanna,hellgrammite,2014-06-07,25,F
3119,miami,green Iguana,2014-06-09,41,F?
3120,miami,Green iguana,2014-06-09,6,m
3121,miami,green Iguana,2014-06-10,36,M
3122,susquehanna,hellgramite,2014-06-10,17,m
3123,susquehanna,hellgramite,6/10/2014,18,M
3123,susquehanna,hellgramite,2014-06-10,18,M
3124,miami,green Iguana,2014-06-11,36,M
3125,miami,green Iguana,2014-06-11,39,M
3126,miami,green Iguana,6/11/2014,41,M
3126,miami,green Iguana,2014-06-11,41,M
3127,miami,Green iguana,2014-06-11,6,M
3128,miami,Green iguana,2014-06-11,6,M
3129,susquehanna,hellgramite,2014-06-11,20,M
3130,susquehanna,hellgramite,2014-06-11,20,F
3131,susquehanna,hellgramite,2014-06-11,18,M
3132,miami,Green iguana,6/11/2014,6,M
3132,miami,Green iguana,2014-06-11,6,M
3133,miami,Green iguana,6/11/2014,6,f
3133,miami,Green iguana,2014-06-11,6,f
3134,susquehanna,hellgramite,2014-06-11,17,M
3135,susquehanna,hellgramite,2014-06-12,20,F
3136,susquehanna,hellgramite,2014-06-12,18,F
3137,susquehanna,hellgramite,6/12/2014,18,M
3137,susquehanna,hellgramite,2014-06-12,18,M
3138,miami,Green iguana,2014-06-13,6,m
3139,miami,Green iguana,6/13/2014,6,F
3139,miami,Green iguana,2014-06-13,6,F
3140,susquehanna,hellgramite,2014-06-13,18,M
3141,susquehanna,hellgramite,2014-06-13,19,M
3142,susquehanna,hellgramite,2014-06-13,17,F
3143,susquehanna,hellgramite,2014-06-13,19,F
3144,susquehanna,hellgramite,2014-06-13,19,m
3145,susquehanna,hellgramite,2014-06-13,18,M
3146,susquehanna,hellgrammite,2014-06-13,21,F
3147,susquehanna,hellgrammite,6/13/2014,22,M
3147,susquehanna,hellgrammite,2014-06-13,22,M
3148,susquehanna,hellgramite,2014-06-14,18,F
3149,susquehanna,hellgramite,2014-06-14,17,m
3150,susquehanna,hellgramite,2014-06-14,17,M
3151,miami,Green iguana,2014-06-14,6,M
3152,miami,Green iguana,6/16/2014,6,M
3152,miami,Green iguana,2014-06-16,6,M
3153,miami,Green iguana,2014-06-16,5,F
3154,susquehanna,hellgramite,2014-06-16,17,M
3155,susquehanna,hellgramite,6/16/2014,18,f
3155,susquehanna,hellgramite,2014-06-16,18,f
3156,susquehanna,hellgramite,6/16/2014,19,M
3156,susquehanna,hellgramite,2014-06-16,19,M
3157,miami,green Iguana,2014-06-17,36,M
3158,miami,Green iguana,2014-06-17,6,M?
3159,miami,Green iguana,2014-06-17,6,m
3160,susquehanna,hellgramite,6/17/2014,17,M
3160,susquehanna,hellgramite,2014-06-17,17,M
3161,susquehanna,hellgramite,2014-06-17,16,m
3162,miami,Green iguana,6/17/2014,6,M
3162,miami,Green iguana,2014-06-17,6,M
3163,susquehanna,hellgramite,2014-06-17,19,F
3164,susquehanna,hellgramite,2014-06-17,18,M
3165,susquehanna,hellgrammite,2014-06-17,21,F
3166,miami,green Iguana,2014-06-18,43,F
3167,susquehanna,hellgramite,2014-06-18,17,M
3168,susquehanna,hellgramite,2014-06-18,19,M
3169,miami,Green iguana,2014-06-19,5,F
3170,miami,Green iguana,2014-06-19,5,f
3171,susquehanna,hellgramite,2014-06-19,19,M
3172,susquehanna,hellgramite,2014-06-19,18,M
3173,susquehanna,hellgrammite,6/19/2014,23,M
3173,susquehanna,hellgrammite,2014-06-19,23,M
3174,miami,Green iguana,2014-06-19,6,F
3175,miami,Green iguana,2014-06-19,6,m
3176,miami,Green iguana,2014-06-19,6,M
3177,miami,green Iguana,2014-06-20,41,f
3178,miami,Green iguana,2014-06-20,6,m
3179,miami,Green iguana,2014-06-20,5,F
3180,susquehanna,hellgramite,2014-06-20,19,M
3181,susquehanna,hellgramite,2014-06-22,18,f
3182,miami,green Iguana,2014-06-23,40,M
3183,miami,green Iguana,2014-06-23,40,f
3184,susquehanna,hellgramite,6/23/2014,18,M
3184,susquehanna,hellgramite,2014-06-23,18,M
3185,susquehanna,hellgramite,2014-06-23,19,m
3186,susquehanna,hellgramite,2014-06-23,18,M
3187,susquehanna,hellgramite,2014-06-23,18,F
3188,miami,green Iguana,2014-06-24,39,f
3189,miami,Green iguana,2014-06-24,6,m
3190,susquehanna,hellgramite,2014-06-25,18,F
3191,susquehanna,hellgramite,2014-06-25,20,M
3192,susquehanna,hellgramite,2014-06-25,18,M
3193,susquehanna,hellgrammite,2014-06-25,19,M
3194,miami,green Iguana,2014-06-26,37,M
3195,miami,Green iguana,2014-06-26,6,M
3196,susquehanna,hellgramite,2014-06-26,19,F
3197,miami,Green iguana,2014-06-27,6,m
3198,susquehanna,hellgramite,2014-06-28,18,M
3199,susquehanna,hellgramite,2014-06-29,18,m
3200,miami,green Iguana,2014-06-30,35,M
3201,miami,green Iguana,2014-06-30,46,f
3202,susquehanna,hellgramite,2014-06-30,19,m
3203,susquehanna,hellgrammite,2014-06-30,22,M
3204,susquehanna,hellgrammite,6/30/2014,20,F
3204,susquehanna,hellgrammite,2014-06-30,20,F
3205,miami,green Iguana,2014-06-30,37,M
3206,miami,Green iguana,2014-06-30,6,M
3207,susquehanna,hellgramite,2014-06-30,19,F
3208,susquehanna,hellgramite,2014-06-30,16,F
3209,susquehanna,hellgramite,2014-06-30,18,M
3210,susquehanna,hellgramite,6/30/2014,18,M
3210,susquehanna,hellgramite,2014-06-30,18,M
3211,susquehanna,hellgrammite,2014-06-30,23,M
3212,susquehanna,hellgrammite,2014-06-30,23,F
3213,susquehanna,hellgramite,7/1/2014,18,M
3213,susquehanna,hellgramite,2014-07-01,18,M
3214,miami,Green iguana,2014-07-07,6,m
3215,susquehanna,hellgramite,2014-07-07,18,M
3216,miami,Green iguana,2014-07-08,6,M
3217,susquehanna,hellgramite,2014-07-08,18,M
3218,miami,Green iguana,2014-07-09,5,f
3219,miami,Green iguana,7/9/2014,6,m
3219,miami,Green iguana,2014-07-09,6,m
3220,susquehanna,hellgrammite,2014-07-10,22,F
3221,susquehanna,hellgramite,2014-07-11,22,F
3222,miami,Green iguana,2014-07-13,6,M
3223,miami,green Iguana,2014-07-14,40,M
3224,susquehanna,hellgramite,7/14/2014,21,F
3224,susquehanna,hellgramite,2014-07-14,21,F
3225,susquehanna,hellgrammite,2014-07-14,24,F
3226,susquehanna,hellgrammite,2014-07-15,21,M
3227,susquehanna,hellgramite,7/17/2014,18,M
3227,susquehanna,hellgramite,2014-07-17,18,M
3228,miami,Green iguana,2014-07-18,6,f
3229,miami,Green iguana,2014-07-18,6,f
3230,miami,Green iguana,2014-07-18,5,f
3231,miami,green Iguana,2014-07-19,40,M
3232,miami,green Iguana,2014-07-19,38,M
3233,miami,Green iguana,2014-07-19,5,F
3234,susquehanna,hellgramite,2014-07-19,18,m
3235,susquehanna,hellgramite,2014-07-19,20,M
3236,susquehanna,hellgrammite,7/19/2014,18,M
3236,susquehanna,hellgrammite,2014-07-19,18,M
3237,susquehanna,hellgramite,2014-07-20,18,M
3238,miami,Green iguana,2014-07-20,6,M
3239,susquehanna,hellgramite,2014-07-20,21,F
3240,susquehanna,hellgramite,2014-07-21,18,m
3241,susquehanna,hellgramite,2014-07-21,17,f
3242,miami,green Iguana,2014-07-21,40,m
3243,susquehanna,hellgramite,7/21/2014,18,M
3243,susquehanna,hellgramite,2014-07-21,18,M
3244,susquehanna,hellgramite,2014-07-21,17,M
3245,susquehanna,hellgramite,2014-07-21,19,F
3246,susquehanna,hellgrammite,2014-07-21,25,f
3247,miami,Green iguana,7/22/2014,6,F
3247,miami,Green iguana,2014-07-22,6,F
3248,miami,Green iguana,2014-07-22,6,F
3249,miami,green Iguana,7/22/2014,40,m
3249,miami,green Iguana,2014-07-22,40,m
3250,miami,green Iguana,2014-07-22,39,F
3251,miami,green Iguana,2014-07-23,39,F
3252,miami,green Iguana,2014-07-23,38,f
3253,susquehanna,hellgrammite,7/23/2014,21,F
3253,susquehanna,hellgrammite,2014-07-23,21,F
3254,susquehanna,hellgrammite,2014-07-24,20,F
3255,susquehanna,hellgramite,2014-07-24,18,M
3256,susquehanna,hellgramite,2014-07-25,19,F
3257,miami,green Iguana,2014-07-25,38,M
3258,susquehanna,hellgramite,2014-07-25,17,m
3259,susquehanna,hellgramite,2014-07-25,17,F
3260,susquehanna,hellgrammite,2014-07-25,23,M
3261,susquehanna,hellgramite,2014-07-26,18,M
3262,susquehanna,hellgramite,2014-07-26,17,m
3263,susquehanna,hellgramite,2014-07-26,19,M
3264,susquehanna,hellgramite,2014-07-27,18,F
3265,susquehanna,hellgramite,7/27/2014,18,m
3265,susquehanna,hellgramite,2014-07-27,18,m
3266,susquehanna,hellgramite,2014-07-27,19,F
3267,susquehanna,hellgramite,2014-07-30,18,M
3268,susquehanna,hellgramite,2014-07-30,19,m
3269,susquehanna,hellgramite,2014-07-30,17,M
3270,susquehanna,hellgramite,2014-07-30,20,F
3271,susquehanna,hellgramite,2014-07-30,19,F
3272,miami,green Iguana,2014-07-31,40,M
3273,miami,green Iguana,2014-07-31,40,m
3274,susquehanna,hellgrammite,2014-07-31,24,m
3275,miami,green Iguana,2014-07-31,37,M
3276,susquehanna,hellgramite,2014-08-01,18,M
3277,susquehanna,hellgrammite,2014-08-02,21,F
3278,susquehanna,hellgrammite,2014-08-02,21,M
3279,susquehanna,hellgrammite,2014-08-04,22,M
3280,susquehanna,hellgrammite,2014-08-04,20,F
3281,miami,Green iguana,2015-05-05,6,M
3282,miami,Green iguana,2015-05-05,6,M
3283,miami,Green iguana,2015-05-06,5,m
3284,miami,Green iguana,2015-05-06,6,M
3285,miami,Green iguana,2015-05-06,6,M
3286,miami,Green iguana,2015-05-06,6,M
3287,miami,Green iguana,2015-05-06,6,F
3288,miami,Green iguana,2015-05-06,5,M
3289,susquehanna,hellgramite,2015-05-06,19,M
3290,susquehanna,hellgramite,2015-05-06,19,M
3291,miami,Green iguana,2015-05-08,6,M
3292,miami,Green iguana,2015-05-08,6,M
3293,miami,Green iguana,5/9/2015,6,M
3293,miami,Green iguana,2015-05-09,6,M
3294,susquehanna,hellgrammite,2015-05-09,23,M
3295,miami,green Iguana,2015-05-11,41,F
3296,susquehanna,hellgramite,2015-05-11,18,M
3297,susquehanna,hellgrammite,2015-05-11,24,m
3298,miami,Green iguana,2015-05-12,5,M
3299,miami,Green iguana,2015-05-13,6,f
3300,miami,Green iguana,2015-05-13,5,m
3301,miami,Green iguana,2015-05-13,6,M
3302,susquehanna,hellgramite,5/13/2015,18,M
3302,susquehanna,hellgramite,2015-05-13,18,M
3303,miami,Green iguana,5/14/2015,6,M
3303,miami,Green iguana,2015-05-14,6,M
3304,miami,green Iguana,2015-05-14,41,M
3305,susquehanna,hellgramite,2015-05-15,17,M
3306,susquehanna,hellgrammite,2015-05-15,22,M
3307,miami,Green iguana,5/16/2015,6,M
3307,miami,Green iguana,2015-05-16,6,M
3308,susquehanna,hellgrammite,2015-05-16,24,F
3309,miami,Green iguana,2015-05-16,6,m
3310,miami,Green iguana,2015-05-16,6,M
3311,miami,Green iguana,2015-05-16,6,f
3312,susquehanna,hellgramite,5/17/2015,18,M
3312,susquehanna,hellgramite,2015-05-17,18,M
3313,miami,Green iguana,2015-05-18,6,F
3314,miami,Green iguana,2015-05-18,6,M
